gene	AdrenalCortex	Appendix	BDCA4DentriticCells	BLymphoblasts	BrainAmygdala	CD105Endothelial	CD14Monocytes	CD19BCells	CD33Myeloid	CD34	CD4TCells	CD56NKCells	CD71EarlyErythroid	CD8TCells	CardiacMyocytes	CerebellumPeduncles	CingulateCortex	ColorectalAdenocarc	ColorectalAdenocarcinoma	Corpus	DRG	FETALTHYROID	Ganglion	GermCell	HBEC	HEART	HUMANCULTUREDADIPOCYTE	Heart	Hypothalamus	Intersitial	Islet	IsletCell	LIVER	LeydigCell	Liver	Lung	LymphomaRaji	Oblongata	OccipitalLobe	OlfactoryBulb	Ovary	PLACENTA	PROSTATE	Pancreas	ParietalLobe	Pituitary	Pons	PrefrontalCortex	Prostate	Psoas	SeminiferousTubule	SmoothMuscle	TONGUE	TemporalLobe	Testi-GermCell	TestiIntersitial	TestiLeydigCell	TestiSeminiferousTubule	Thyroid	Tonsil	UTERUS	Uterus	WHOLEBLOOD(JJV)	WholeBrain	adrenalgland	bonemarrow	brain,caudatenucleus	brainThalamus	cerebellum	fetalThyroid	fetalbrain	fetalliver	fetallung	ganglion	kidney	leukemia,chronicMyelogenousK-562	leukemia,promyelocytic-HL-60	leukemialymphoblastic(MOLT-4)	lung	lymphnode	lymphomaburkittsDaudi	node	nucleus	pallidus	pituitary	salivarygland	skin	spinalcord	testis	thymus	trachea	wholebrain	Development
CXADR	7.839833648417313	7.2686589550276715	4.892391025913404	5.135452784185173	9.076815597050832	7.671010241278451	4.968090752045256	5.480588270233861	5.219168520462161	7.005063080013454	5.604367899893749	4.599912842187128	6.400025517914023	4.614709844115208	7.838573652668324	8.19893608810138	9.458919206967591	9.19893608810138	8.674192268145683	8.184379486212944	8.844862655830818	8.767853393466636	8.98747720248362	10.935017677925657	7.213833283099293	6.4329594072761065	5.787902559391432	7.380244590478185	8.574025797924806	10.735132884139947	8.741129868736127	8.100662339005199	7.88508622529017	9.80687179595802	7.991521846075695	7.460251098943846	6.015693807105145	9.39628367088468	9.798066720363062	7.663913842115978	6.509379148914689	5.110613805500896	10.525227150640164	8.888134388352869	9.719132090797995	8.928962440835978	9.248402006143435	9.474415762308983	9.656424863277781	9.062585866511256	10.437335950301424	5.704595347632403	8.74550626586916	8.661956197277291	10.310044679647506	10.99654410350238	10.278333294522936	10.734963593475484	8.703903573444663	7.2259304111710545	8.002252451731378	7.363696744838992	4.916476644437717	8.550746785383243	7.7820153350041945	6.964629666720595	8.521404141330216	8.771159295556854	7.2465030982800975	9.199672344836364	10.33018862619042	9.115303806152117	7.066089190457772	9.265966594642203	7.83099048124926	4.161887682376894	5.693486957499325	6.237448995639321	7.105384749247602	6.394891366442587	6.224966365000275	8.961304983525824	9.349944638565908	9.333602628268281	9.53605290024021	8.527281505681902	9.60742279123696	7.916476644437717	9.288635409037678	6.352264173258321	8.60917873814198	9.072534599722955	Development
CXCL12	8.879276912412164	10.336115986246629	4.98299357469431	5.165911938935689	8.78111377863628	11.303894880928311	4.705977901682522	4.613236954716332	5.356672044212097	6.24412594328373	5.354910511586791	5.301953395126096	6.346513733165636	5.075746538060906	10.216169877565958	8.13699111208023	8.475429460383916	7.526303606206455	6.507001732764124	9.339850002884624	9.93807255982209	8.280538806943209	10.693312708445319	8.043847540438906	5.844862655830818	9.783325684813521	9.412411067520692	8.890112246351187	8.108263075304334	8.763710334387964	8.826389591421941	6.4950555283680185	9.905086098761771	8.703557561921027	9.544964432789238	9.070255142425005	6.850186837645774	8.580164332218335	8.449561374613236	9.329908431382709	7.707013948435047	7.788392078722336	9.225207436943501	8.396390715591899	8.54428831285009	8.000281748861532	8.877284133523196	8.443875971400455	8.1269625347419	9.884590289923839	8.773963368433558	7.792952933954118	9.312712816120188	8.043574173305755	8.932214751968385	8.843450018458745	9.270645736150536	8.358870939685618	9.5713734359732	7.96376309644273	10.647368480069973	10.540951370282613	6.673839055990439	7.545736753493382	8.939579214314692	10.478820168521542	8.495155489916016	8.304579487888748	8.231461209834256	8.078684546194637	8.152031270807399	9.134875488071474	8.453270634010623	10.619967744314081	9.82746179907404	6.408117407991838	6.156841524588401	5.975561406273617	9.005343841917792	10.27394125977685	5.6293566200796095	10.234128843869945	8.129540618059997	8.646648707038073	8.150508905163967	9.201327549985484	9.950337179856671	8.674457120523668	8.421012855779226	9.497652280267642	9.227254923674868	8.169423978676072	Development
CXCL14	7.241744864940151	9.113742166049189	3.277984747299765	1.9068905956085185	9.766777342151277	2.6667565918848033	2.4724877714627436	3.3362833878644325	2.2479275134435857	1.963474123974886	3.0443941193584534	2.1043366598147357	2.53605290024021	3.995484518877507	4.9140860970127225	8.146950458932064	10.31820384387725	4.498250867527825	6.6117625600648715	9.323842902967579	9.16314646881125	6.632268215499513	10.428360172704291	7.77082904603249	5.063934305754099	8.973266860993293	7.0800180290891745	8.277054876148728	8.127736443588828	9.224001674198105	7.970968660521811	3.6667565918848033	9.185123207360554	8.534497433738169	8.727239777484808	7.5054146093467535	4.087462841250339	10.188588845707349	10.47649307734159	7.489446598622579	7.052024560482831	9.004220466318195	8.384999544730041	6.90026304356897	10.414315266567877	9.254792430192882	10.094011687133918	9.554972496152944	8.277519886641358	9.521011464397771	7.848622940429338	5.219168520462161	10.983670570119788	10.27594987515637	9.22013644739608	9.406842754655301	8.5453506448223	7.090641751917847	8.737416365937063	9.40970914259583	8.223036337901874	9.238404739325079	5.419538891513785	10.366212915026786	6.9847032668251385	5.6117625600648715	9.116993677546981	8.589651146514786	7.360188670062712	7.590212761408359	8.091435386323607	6.221103725367875	6.984133594540979	8.810410969331896	11.966307166847738	3.9068905956085187	5.020146573111776	4.940166750482817	7.279842693520348	8.419749550058496	4.958842675243241	10.129540618059997	10.045008773223131	9.4761386254757	9.437544026315472	9.4655664048094	11.688359600072276	7.24269776790801	6.492654371018913	8.628810041160062	9.004922678569045	10.59823864235151	Not_Development
CXCL2	8.354910511586791	7.83731255552431	7.49545533300987	1.632268215499513	7.137503523749935	6.883865154509794	5.574404309022579	1.5109619192773793	9.682292371430833	6.733354340613827	2.4594316186372973	4.773468927905195	5.531381460516312	4.683696454306515	7.046032614754208	5.3750394313469245	6.894817763307944	5.004501392234941	3.786596361890807	5.6220518194563764	7.167919865551935	3.232660756790275	9.321251673038187	4.638073837180719	7.176921111644362	5.20163386116965	3.6028844087184186	5.757556688939453	7.435461914479276	5.3957483281790335	10.22001549203731	9.58439883787324	9.16037568743582	6.327328082629952	8.08268130295035	9.378728358030806	4.904484097901423	6.750204509279872	7.432124272641562	8.111657346263131	5.404290064444836	6.888134388352869	7.651051691178929	9.002111776479852	7.241744864940151	6.811214117513239	9.239837168740344	7.053111336459563	6.447909748742077	6.675957032941749	6.916476644437717	10.059412064443888	6.384567923173826	6.048759311919856	5.897240425574799	7.019034669364337	6.599912842187128	5.501439145158873	5.793115555274348	6.092757140919852	3.689299160535892	5.346956889378885	5.145677455195635	5.94251450533924	6.480588270233861	5.944858445807539	7.842350343413808	6.45450493755737	6.1507627443554185	5.6865005271832185	8.971687241520323	6.285402218862249	10.69283341500077	9.771572001181116	6.22881869049588	3.0443941193584534	2.8777442499490022	2.8579809951275723	9.30514974563003	8.624064329509412	2.867896463992655	8.352926213059257	7.714932351785683	5.802193216941825	7.676662334857967	6.787902559391432	7.1588621062084545	8.331588784534068	4.318316841334983	6.31015831794782	8.413627929024173	6.640967910449898	Not_Development
CYB5R2	5.549977142771825	8.343407822297815	3.8629472480209217	4.697662633470519	8.587402498119474	3.24031432933371	4.247927513443585	4.108524456778169	6.157852169141737	4.909293085823823	4.221103725367875	3.643856189774725	6.741466986401147	2.4329594072761065	7.818582177480859	6.646018610925346	7.360188670062712	8.885391331570442	6.943686951597095	7.857047916487163	9.501339618061397	7.785942819392251	8.878893899416875	10.851124362886752	6.556122817841175	8.173926931999809	6.989252565165993	6.3416300093299105	8.410451351503994	10.470963851345461	5.700439718141092	6.881419908092401	6.47735352663456	9.855179946816332	7.49425558654498	7.008988783227255	5.943686951597095	8.794903181011348	8.182146019633214	9.731234164114785	4.426264754702098	7.172927489603836	7.060695931687554	7.116343961237468	8.685800019744892	5.429615964201735	8.501638178757986	7.816983623255381	6.924812503605781	9.250535294196313	10.634084983200736	6.518849828707692	6.725877459120227	7.280770770130602	8.34385193344212	9.78086780181646	10.538479964237291	10.602327706013888	6.978996396088938	6.613236954716332	7.361066488794321	7.223036337901875	4.439623137557117	7.917670434361761	7.741466986401147	7.353146825498083	8.93737382019215	8.815063017192868	7.4688276552309505	6.1147834472498515	7.157852169141737	6.92362461136832	6.184875342908284	8.348949409509617	7.364572432295856	6.785942819392251	4.754887502163468	5.924812503605781	6.841721581128462	4.705977901682522	4.752213367865143	9.534497433738169	8.447703162496877	6.301953395126096	4.727920454563199	6.5584207132686645	7.897542972506995	8.235535606710462	11.153742014155664	5.797012977836145	8.44976769496266	7.663913842115978	Not_Development
CYFIP2	7.758389798069776	7.2512456897991235	8.532161084983212	8.959422420093674	10.928962440835978	6.221103725367875	6.806388508016182	8.329572125765376	6.703903573444664	7.543031820255238	9.173739589282407	9.559233674348734	4.733354340613827	9.441284271927039	6.704941110376033	10.669682322575591	11.169502274953702	7.2070143201775325	6.9277779620823425	6.078417701647332	8.779801417373788	7.78135971352466	7.930589512874926	7.8752885982226895	4.24031432933371	8.201388817425386	5.894817763307944	7.23697088625934	10.127188301043205	7.801546703356778	6.617651119427331	6.323730337521348	9.017365205292732	8.028458647425479	8.326204750765296	7.489446598622579	9.124379836162984	10.833898124680928	10.774745886209972	7.453270634010623	5.067165427017112	7.2465030982800975	7.614709844115208	6.2206201674478505	10.740876978781191	8.800899899920305	10.578726480966752	10.801041412952797	6.643134661857265	8.9223614032479	7.771819567898306	5.72451385311995	5.90388184573618	10.871828250811019	5.813781191217037	7.9357543858214035	8.259272487037595	6.807998838623031	7.780211658523335	8.701653013735667	6.83099048124926	7.278449458220481	8.542161299269555	10.671010241278452	8.584210901308017	8.715447262875877	10.54662923421525	10.841131867506874	10.514541472639282	6.47735352663456	9.150762744355418	7.707013948435047	6.840777923595055	8.296457407371244	10.763295373347082	4.462706750670158	7.9113919878434595	9.401412878714178	7.434628227636725	7.908692838242504	8.905988629314125	7.224966365000275	10.938899577212014	10.84725313832084	8.756889855074617	7.2484020061434355	6.736063627871814	8.665247078548436	6.929850162148505	9.181214387097091	7.272863023201903	10.771572001181116	Development
CYLC2	8.108524456778168	8.542644986886279	4.773468927905195	4.485426827170242	7.4822029262959555	5.47735352663456	5.3715588626119635	4.7114949066500875	5.678071905112637	4.2630344058337934	5.4741115139424075	3.6610654798069477	6.693486957499325	5.127220550488074	7.249350523627233	8.028182348460566	8.466994109073257	6.727920454563199	6.642412772905056	7.870981124224651	9.74070836084728	6.989820220117596	10.324743110494417	11.546990893498908	5.272396509037486	8.4241662888181	7.323279987887321	7.157852169141737	6.912290583351108	10.977423040908981	6.221103725367875	6.844234987758751	7.675957032941749	10.62935662007961	7.347842793638155	6.106432077816929	6.5453506448223	8.391028726810188	7.468420401864552	7.518456455824303	7.266318057157455	6.960001932068081	7.3110671022555955	6.371558862611963	8.349834091457247	7.102238193930738	8.974414589805527	7.2677230516274225	6.259272487037594	8.846117173336728	10.78879988465571	6.33360262826828	8.004220466318195	8.315602456637947	8.397888508130764	11.158672796853446	11.181897643108389	9.770003091329167	6.585713708778165	6.892391025913404	6.2268938135713885	6.6117625600648715	5.729280846027402	7.084276910531492	7.161887682376894	7.791162888555018	8.428360172704291	7.4433580038363205	8.209209646557353	7.3264294871223035	7.240791332161957	8.010388235311854	6.821455119102458	9.575633784696423	7.572889668420581	6.074676686294496	6.48058827023386	6.109569509370689	6.742814669862893	6.334496768390418	5.5219929564016725	10.117318426010003	8.776597526492102	9.011926066306808	7.415319248140376	7.350939181546431	9.177170346341518	7.413627929024172	8.483815777264256	5.762880292916999	7.150255021302179	6.687900522480746	Development
CYP11B2	11.152031270807399	7.231701199029002	5.046578366620329	4.741466986401147	4.416164164733128	3.270528942380718	4.783980413683795	3.8728287595348854	5.924812503605781	5.215290305651234	3.700439718141092	5.509379148914689	4.8875252707415875	3.439623137557117	6.886306263452426	7.347399909508541	7.5192430943611805	5.0916998341368105	6.7251958172266635	5.572889668420581	9.76445696361989	5.307428525192248	9.565054463876873	6.312882955284356	4.855491443101874	6.197708157955851	7.735048241290857	4.459431618637297	7.0869323411373975	7.77544567410286	4.832890014164741	6.4110872267986005	5.517275693209582	8.346070440785166	6.1147834472498515	4.491853096329675	4.700439718141092	7.516881890821197	6.2677230516274225	7.0800180290891745	6.593951283948411	5.006746832440585	6.400879436282184	7.098032082960526	7.463115619892362	6.8060662260890314	8.879276912412164	5.47735352663456	6.350497247084133	8.816823670370812	7.149747119504682	6.328226118787732	8.090641751917847	6.361943773735241	7.669593751188333	7.512542955096859	6.565292520581023	7.973840839533145	4.371558862611963	5.581953750848818	3.572889668420581	4.5109619192773796	5.0895828931247085	4.121015400961366	10.702908566555125	5.768184324776926	6.591709333161742	6.9092930858238235	8.378294855911891	5.161887682376894	7.401732849522621	6.169925001442312	5.1799090900149345	10.290306896257901	8.653203362033977	4.371558862611963	5.011227255423254	6.4950555283680185	6.412781525338476	6.259272487037594	4.9140860970127225	9.779555216677911	8.0574502721839	8.338736382573916	5.7865963618908065	7.19918154876397	8.74752167254042	6.918266959092563	5.4495613746132365	4.3957483281790335	6.088523256616632	4.666756591884804	Not_Development
CYP26B1	6.083213368248981	6.49105137636412	2.2172307162206693	2.6667565918848033	9.3313648504954525	2.2016338611696504	2.4594316186372973	2.8379432418910273	2.897240425574799	4.232660756790275	3.4462562298895643	3.2249663650002742	2.817623257511431	2.137503523749935	5.040015678847879	9.937226673979477	8.071998580753055	5.419538891513785	4.53605290024021	5.638073837180719	6.054197294388812	4.548436624696042	8.103550092757965	8.781687561507184	4.794415866350106	6.081083928687635	6.721782768459794	4.672425341971495	4.675251386050259	9.14108531856233	4.121015400961366	6.354028938054387	5.035623909730721	8.677014856555722	6.232660756790275	4.638073837180719	4.768184324776926	6.573647187493322	7.826548487290915	4.997744026059632	3.8328900141647417	7.8743666501409	4.121015400961366	4.970393537914677	8.037821465434968	6.022367813028454	6.321928094887363	8.488643539853785	5.436295119839363	6.597680143715891	7.577428828035749	5.195741293246449	5.754887502163468	7.39360496863922	9.410451351503994	8.831940560335877	6.354028938054387	9.002533761089955	7.870672954824592	5.662490363913776	6.414473836430928	4.392317422778761	4.640967910449898	8.566815154010897	6.92837032301897	4.185866545311334	6.32102612859297	4.655351828612554	10.862831046897997	6.808642467918064	7.354469792157401	4.614709844115208	5.764208130139947	6.460251098943846	6.037821465434967	4.412781525338476	3.9541963103868754	3.6205864104518777	4.017921907997263	6.161887682376894	2.807354922057604	6.92362461136832	6.036723106005525	7.608439652551589	4.655351828612554	4.7251958172266635	8.001408194392809	5.9807108289001905	9.28990361109719	8.284477117810422	7.951576139074798	8.905687848526862	Development
CYP4B1	5.9807108289001905	6.639521599510833	3.37851162325373	1.9068905956085185	5.918863237274595	2.700439718141092	2.4982508675278257	1.2016338611696504	4.141596278383818	3.2555007331483865	2.169925001442312	2.8875252707415875	5.008988783227255	1.9818526532897407	4.25171909260596	5.108524456778169	5.809928865721431	5.426264754702098	4.678071905112637	6.335390354693925	8.829088444004885	4.095924419998536	9.469692687112792	4.689299160535892	2.4724877714627436	7.368069876532083	7.994636290509581	7.155830171556525	6.6503337538459295	7.675251386050259	4.177917792195843	4.590961241342599	6.400879436282184	4.498250867527825	6.964629666720595	10.678688159296605	4.5453506448223	7.384999544730041	3.399171093819823	6.178913784669567	4.672425341971495	6.126188210522101	7.663913842115978	5.951867504326902	5.1001366712854495	7.412781525338476	6.510170751151772	5.407692648665677	7.381110294099054	8.297374860528324	5.112700132749362	2.1538053360790355	6.871597265613853	7.335390354693925	7.346070440785166	4.638073837180719	7.392317422778761	6.678071905112637	7.5054146093467535	6.839203788096944	6.844234987758751	5.977279923499917	2.944858445807539	6.173926931999809	7.019590728357881	5.905687848526862	4.602884408718419	5.526694845541976	5.841721581128462	5.399171093819823	5.613236954716332	5.955359305242994	7.820817181864166	6.256444596473442	4.87528859822269	3.8728287595348854	2.1043366598147357	4.048759311919856	11.131856960608793	5.296457407371244	2.523561956057013	10.13140685184102	5.6865005271832185	5.586464525886388	7.836050355058069	7.371558862611963	7.954487147005316	5.554588851677638	5.51254295509686	5.996614714815362	9.238404739325079	5.916476644437717	Not_Development
CYR61	9.639250254716913	10.707553261593514	3.0789513413948217	3.137503523749935	8.600377553107844	3.5909612413425993	2.4982508675278257	4.205548911173033	3.8354188404754805	2.82273014794452	4.624978179569036	3.689299160535892	4.947198584262056	4.03121873061072	10.300095117546798	6.564530600816343	8.11595399095779	10.226833619765564	9.734201539558185	10.44024628710574	9.013532047932873	7.91498301655724	10.044137936273186	10.062248559680118	8.99668532267251	9.50610919069283	10.754824883832294	8.585525943431263	8.563482303683337	10.064405961891042	8.824958740528523	6.947198584262056	9.246384333510251	8.931032941506322	8.92644426003389	10.623515741490548	5.857980995127572	9.02278391504765	8.042343379793692	9.993929052375465	8.835339881712311	10.391404715393124	9.391136162118789	8.210793085065884	8.94982671075911	7.8533095554036745	8.850577547205614	8.031632288028169	8.874981347653774	8.296227952891096	9.624886820607482	11.28839028692291	7.6451179959757605	7.186361891252986	9.7048546774586	10.254083779319418	9.688512593479121	6.7688459597533885	10.668796363912959	7.534886457615647	11.177575260914628	11.13747150335196	5.685099172006606	7.9372266739794775	9.678203981742604	7.153045289503784	8.76379331227548	8.16427843830117	7.072266615132069	7.721099188707185	7.0251395622785084	7.0914353863236075	9.808722901394008	10.547376563498101	10.268629717234631	5.778077129535358	4.151777654732053	3.7839804136837953	10.584868572205163	10.150286759228349	5.368942914404951	11.304764846380161	8.416480880926466	7.807193898000191	8.252665432450248	8.925406083141366	9.655530723155643	8.779391059535914	8.273795599214264	8.506902588686781	10.307798487133569	8.615077831629227	Not_Development
DAAM2	8.991805255376457	9.084409798206332	4.974988111991927	5.123086750981061	10.76872192630613	7.069852511125804	4.416164164733128	4.8529975876133165	5.426264754702098	6.038918989292302	5.646738698307846	5.283551423174306	6.741466986401147	5.515699838284043	7.471675214392045	10.226893813571388	11.288548900105647	8.492253789302918	7.350497247084133	8.404290064444837	9.955141315108218	8.719046503929944	10.823785178894367	9.456765088336478	5.442943495848728	8.63117705570398	7.5725107596749	8.336283387864432	11.33234430539901	9.125413470483315	7.973266860993293	5.7251958172266635	8.843921051289035	9.330916878114618	8.099610811960915	7.866042497096837	7.104860799708199	11.142362378963403	11.20463227409989	10.338012068134944	6.630813152299126	8.803000951715116	8.357552004618084	7.452447177914701	11.252281056751794	7.970393537914677	10.661154576304792	11.251127314821343	7.941341105485299	9.490550075048784	9.344073937757537	6.48058827023386	8.1357092861044	9.864263540380856	9.78135971352466	8.698704666770345	9.083213368248982	9.052839719205462	8.308339030139408	6.983563697223322	8.506208389306744	7.804131021183318	6.92362461136832	10.606775324305994	9.581483066351188	8.407055275100687	11.140925606498659	11.489873041845769	10.320913343146257	8.478162892737632	8.833206359970392	8.426474433510823	7.843607046490561	9.872136173557163	8.586276858238529	6.496654082593496	6.295539370406834	7.252665432450248	7.610286657081023	7.456559766335009	6.0650121504369485	10.127929855950763	10.365775635326269	10.442165972229322	7.877130728765659	7.988968653910351	8.79457832286071	11.844470395288177	9.082947360127847	7.18685706717715	8.682819062659398	10.600656307826302	Development
DAO	9.401946123976536	9.800738153741438	5.783980413683795	6.306517445249819	9.010947636265312	4.4886435398537845	5.7251958172266635	5.369815424283912	6.539158811108031	6.098032082960526	6.335390354693925	5.872828759534886	7.2761244052742375	6.796364138139627	8.778241436242544	10.523904947390713	9.350276229076671	8.087993146362317	7.417852514885898	9.0554180207689825	10.524198875074084	8.095924419998536	11.122375059801314	9.21091481607392	6.406842754655301	9.625708843064466	8.351601829513783	8.267723051627422	8.810250286028182	9.260919533662905	7.420381341196637	7.646018610925346	11.190009824600482	9.788392078722335	11.16232838257391	7.256444596473442	7.461070114033051	9.325979979394445	8.974701379398141	9.309476353841106	8.260449140753328	7.898450232807866	6.499845887083206	7.863257071932966	10.00443116588397	8.270061672727762	10.328282227491322	8.985130373466898	7.382840144475236	10.423431104054531	10.03713508879093	6.958262697329544	9.20896588630656	9.754386479397228	8.955359305242995	8.552669097514272	9.066896443136237	9.207014320177532	8.283551423174307	8.079218087266135	8.035623909730722	7.872213143975773	7.374170076068501	8.086932341137398	8.991946939151763	9.258212677548805	9.439623137557117	9.349834091457247	10.894704101133097	8.096978636370537	8.412146396540681	8.590399917799733	7.762548142566531	11.13429796085958	11.099775163590817	8.149747119504681	7.427941332509482	7.284014344738006	8.703557561921027	8.104336659814736	7.535664190810164	10.977959604782448	9.46444364516097	9.994424155470714	8.997179480937621	8.842193178530938	9.851124362886752	10.51924309436118	8.806066226089031	7.680886920719692	8.613236954716333	8.218684313362168	Not_Development
DAZL	6.4684204018645515	7.787249608467913	2.350497247084133	3.6205864104518772	6.6117625600648715	5.700439718141092	3.786596361890807	4.581953750848818	3.510961919277379	2.9818526532897405	3.3362833878644325	4.867896463992655	5.752213367865143	2.2016338611696504	6.22881869049588	7.505811553919594	7.481395824154128	5.643856189774724	6.826548487290915	8.093021346586902	7.7444975057481935	5.104336659814735	9.472640074977363	10.119459934459325	4.548436624696042	6.287250643254617	6.422064766172812	6.253611151947168	6.278914019499939	9.879430089143305	5.892391025913404	4.06177619758669	3.6322682154995127	9.832257114377935	6.984133594540979	5.608809242675524	4.5668151540108965	7.920948272279038	6.078951341394822	5.285402218862249	5.821455119102458	6.215290305651234	5.507794640198696	5.834154981401319	7.178415874383041	4.087462841250339	7.562624039099872	6.461070114033051	3.596935142387232	8.423746229114771	9.658925511492374	3.070389327891398	6.777419715515831	5.663913842115978	8.629720891017257	9.318090837568423	10.020146573111777	9.981567281903015	5.699051844016849	6.178913784669567	2.925999418556223	4.74416109557041	4.697662633470518	4.837943241891027	6.03342300153745	5.746850183098051	7.362820525534263	5.872828759534886	5.998872453994275	3.8875252707415875	5.955359305242994	5.47735352663456	4.0916998341368105	8.460455896309636	5.974988111991927	5.715618859074816	4.7114949066500875	4.840463233869542	4.754887502163468	5.249824548616183	4.733354340613827	8.06204613772049	6.574404309022579	5.7251958172266635	6.149747119504682	6.3264294871223035	8.140829770773001	6.015693807105145	10.109634800029442	5.195741293246449	5.83035674741922	4.078951341394822	Development
DBF4	5.798309782454597	6.589463892956097	6.111657346263132	8.094077685671905	6.692092375427572	8.046851165153976	4.6293566200796095	5.6653359171851765	6.290018846932618	6.7846348455575205	5.690696443977697	5.844234987758751	8.537800797791027	5.6293566200796095	7.038370331730683	4.940166750482817	6.787249608467913	9.343407822297815	8.016251155012748	5.854245054220128	7.258330472612426	4.678071905112637	7.71699089440494	9.978996396088938	6.300123724569014	3.8972404255747994	5.648177795724818	2.963474123974886	5.526694845541976	10.80445373565528	5.575917361118149	4.797012977836145	2.232660756790275	9.896483780547287	4.2630344058337934	2.8278190246173196	6.962317654942307	5.946028989515477	6.274261661257048	6.470048726011326	5.022367813028454	4.799605422452669	3.2479275134435857	4.620586410451877	5.559185865787734	6.087462841250339	7.902977995832404	6.785942819392252	4.754887502163468	5.973840839533145	9.015693807105146	4.285402218862249	2.916476644437717	5.892391025913404	7.33360262826828	10.357552004618084	10.253374780186029	9.808320689163326	4.972692654004264	5.5804470195986635	6.285402218862249	6.281698250098829	5.758889432720965	3.321928094887362	4.972692654004264	5.22881869049588	6.49105137636412	5.616181231331876	4.008988783227255	5.614709844115208	4.675251386050259	7.365884967677569	5.889960199658641	7.542258049766918	4.4561490346479955	7.439623137557117	7.617651119427331	8.200653436367467	4.06177619758669	5.793115555274348	7.69522829149575	7.709083812550344	6.470862199413702	6.642412772905056	6.24412594328373	5.203592714207708	5.320123598040614	4.5576551547254205	8.125671763392587	4.708739041359579	5.501439145158873	4.643856189774724	Not_Development
DCLK1	6.795715006501729	7.946906274456397	3.2854022188622483	4.327328082629952	10.973464191874644	5.025693273680773	4.078951341394822	4.60584986719498	4.327328082629952	4.195741293246449	4.8060662260890314	4.77082904603249	4.696272083925863	4.139551352398794	7.056637715113201	8.916476644437717	10.365748300943773	9.028872996681372	7.92688896439114	7.275193333902206	8.232061107984565	6.452858964713811	9.867645545401183	7.545736753493382	4.973840839533145	7.205548911173033	8.422905742612183	5.861707286585856	9.51717725268954	6.481395824154128	6.274261661257048	5.155830171556525	6.364572432295856	7.750874439656846	5.898450232807866	5.416164164733128	5.655351828612554	10.546918568894762	10.581953750848818	7.635355360701053	5.9501184295025755	4.321928094887363	6.839203788096944	5.907491593343054	10.557032839144421	7.529820946528695	10.628080946998802	10.1942335979452	6.1001366712854495	8.321138905223153	7.117383366931484	2.95884267524324	6.878357510336935	10.18994807200375	6.846117173336728	6.286326727090547	7.169423978676072	5.683696454306515	6.475328122622423	5.793765857309649	7.5668151540108965	7.257387842692652	2.7441610955704103	10.487689326609004	5.60584986719498	6.206037546246592	9.974199460191953	8.84799690655495	9.16037568743582	6.824640580853424	10.773221644080984	5.6858000197448915	6.1153038061521166	8.952377251967985	5.725877459120227	5.145677455195635	4.405992359675837	3.94251450533924	5.318316841334983	6.47735352663456	4.321928094887363	7.883101460118509	10.64441963248483	10.605317460415671	7.676662334857967	6.657497100444111	7.783653086390074	9.21346879742447	6.641329261745685	5.536830005048059	6.991521846075695	10.331812683819207	Development
DDN	7.078417701647332	7.264911693074464	3.6380738371807184	4.104336659814735	11.129121992887555	3.343407822297814	5.008988783227255	2.7655347463629774	5.296457407371244	3.986410935252045	3.700439718141092	4.266786540694901	6.727239777484807	4.697662633470519	6.386293635150991	6.481395824154128	10.412993172817897	5.79960542245267	6.746850183098051	7.414050944726042	8.642051692927977	5.845490050944375	9.332596057789214	7.563768278452033	5.350497247084133	6.116863757690899	5.881419908092401	5.666756591884804	6.975561406273617	6	4.590961241342599	5.719731056749852	6.762880292916999	8.661421832789095	8.127220550488074	4.070389327891398	4.979568100095187	10.047737404309148	10.567385727497033	6.8060662260890314	6.368069876532083	5.704595347632403	6.394033895367782	5.015693807105145	10.176609507711989	5.357552004618084	8.942074592226854	10.699138625275914	5.635173946674924	8.44522181739749	6.987548258953743	6.095924419998536	6.764871590736091	11.007307646846437	6.845490050944375	6.050936965225225	7.297374860528325	6.462706750670158	6.173926931999809	7.002252451731379	4.977279923499917	4.9818526532897405	5.673839055990439	10.852841578417069	6.278914019499939	8.40343816300828	11.223368245114687	6.559185865787734	6.90508609876177	5.96116025813664	8.57061472176119	6.275193333902206	5.88508622529017	8.596748831927764	7.330916878114617	5.426264754702098	4.517275693209582	5.91528186586766	4.590961241342599	6.630813152299126	4.705977901682522	8.009548726972257	10.364627145117634	10.205121219680807	6.3957483281790335	5.434628227636725	7.485024233323374	7.143128072943813	7.514911264861354	4.760220946466509	6.785288980704021	11.166978997902088	Not_Development
